congressional_district,pwsid,pws_name,primacy_agency_code,population_served_count,service_connections_count,primary_source_code,owner_type_code,active_component_count,active_component_types,violation_count,unresolved_violation_count,health_based_violation_count,corrective_action_count,enforcement_action_count,site_inspection_count,latest_site_inspection_date,latitude,longitude
GA-03,GA2850131,CHEROKEE CLUB RESORT,GA,97,36,GW,P,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),32,12,2,0,57,12,2025-12-10,NA,NA
GA-03,GA2850129,PINE MOUNTAIN MHP,GA,89,33,GW,P,5,Distribution System/Zone (1); Well (2); Treatment Plant (2),52,17,1,0,101,15,2025-11-12,NA,NA
GA-03,GA2550009,"PONDEROSA MHC, LLC",GA,234,90,GW,P,5,Treatment Plant (2); Well (2); Distribution System/Zone (1),51,33,0,0,60,6,2023-10-25,NA,NA
GA-03,GA2550006,SOUTH HAMPTON MOBILE HOME PARK,GA,566,214,GW,P,4,Distribution System/Zone (1); Consecutive Connection (1); Treatment Plant (1); Well (1),16,9,0,0,40,5,2024-11-05,NA,NA
GA-03,GA2550002,CUMBERLAND SPRINGS,GA,122,47,GW,P,3,Well (1); Treatment Plant (1); Distribution System/Zone (1),41,18,1,0,95,7,2024-11-13,NA,NA
GA-03,GA2310003,WILLIAMSON,GA,683,264,SWP,L,2,Consecutive Connection (1); Distribution System/Zone (1),23,11,1,0,70,10,2025-06-03,NA,NA
GA-03,GA2310002,MOLENA,GA,437,167,GW,L,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),69,16,22,0,129,12,2025-04-10,NA,NA
GA-03,GA2310001,MEANSVILLE,GA,338,125,GW,L,7,Distribution System/Zone (1); Treatment Plant (3); Well (3),18,1,1,0,33,9,2025-09-03,NA,NA
GA-03,GA2310000,CONCORD,GA,751,315,GW,L,5,Distribution System/Zone (1); Spring (1); Consecutive Connection (1); Treatment Plant (1); Well (1),6,3,0,0,24,10,2024-10-30,NA,NA
GA-03,GA1990044,GAY,GA,194,103,GW,L,5,Well (2); Treatment Plant (2); Distribution System/Zone (1),4,4,1,0,6,12,2025-01-27,NA,NA
GA-03,GA1990009,ROOSEVELT WARM SPRINGS INST.,GA,493,65,GW,S,3,Treatment Plant (1); Well (1); Distribution System/Zone (1),6,2,0,0,16,8,2023-03-16,NA,NA
GA-03,GA1990005,WOODBURY,GA,961,591,SW,L,3,Intake (1); Treatment Plant (1); Distribution System/Zone (1),15,9,4,0,31,34,2024-11-07,NA,NA
GA-03,GA1990004,WARM SPRINGS,GA,1017,437,GW,L,3,Treatment Plant (1); Well (1); Distribution System/Zone (1),54,6,34,0,49,14,2024-10-23,NA,NA
GA-03,GA1990002,LUTHERSVILLE,GA,2468,732,GW,L,6,Well (3); Treatment Plant (2); Distribution System/Zone (1),96,65,0,0,90,14,2025-04-16,33.2064189,-84.7410443
GA-03,GA1990001,LONE OAK WATER SYSTEM,GA,307,120,GW,L,4,Distribution System/Zone (1); Treatment Plant (1); Well (2),141,30,6,0,134,14,2026-01-21,NA,NA
GA-03,GA1990000,GREENVILLE,GA,2013,602,SWP,L,2,Distribution System/Zone (1); Consecutive Connection (1),17,9,0,0,44,14,2025-04-16,NA,NA
GA-03,GA1490006,EPHESUS,GA,1000,530,SWP,L,4,Treatment Plant (1); Well (1); Distribution System/Zone (1); Consecutive Connection (1),31,2,3,0,46,10,2025-05-20,NA,NA
GA-03,GA1450001,PINE MOUNTAIN,GA,2135,870,GW,L,6,Treatment Plant (2); Well (3); Distribution System/Zone (1),23,16,0,0,27,15,2025-12-03,NA,NA
NJ-08,NJ0902001,EAST NEWARK W DEPT,NJ,2406,300,SWP,L,4,Distribution System/Zone (1); Consecutive Connection (2); Sampling Station (1),29,18,2,0,37,16,2024-12-13,40.7519627,-74.1591095
MI-05,MI0000910,BRONSON,MI,2421,839,GW,L,7,Distribution System/Zone (1); Storage (1); Treatment Plant (2); Sampling Station (1); Well (2),1,0,0,0,4,12,2025-09-24,41.871586,-85.194547
MI-05,MI0001000,BURR OAK,MI,828,352,GW,L,5,Storage (1); Distribution System/Zone (1); Well (2); Treatment Plant (1),76,2,0,0,56,11,2020-09-02,NA,NA
MI-05,MI0001050,CAMDEN,MI,512,225,GW,L,5,Distribution System/Zone (1); Storage (1); Well (2); Treatment Plant (1),6,0,0,0,19,15,2026-01-14,NA,NA
MI-05,MI0001540,COLON,MI,1190,712,GW,L,9,Storage (1); Distribution System/Zone (1); Treatment Plant (3); Well (4),27,0,0,0,25,12,2023-09-26,41.9588951,-85.3265424
MI-05,MI0003742,LAKESIDE ESTATES SUBDIVISION,MI,125,32,GW,P,4,Common Headers (1); Distribution System/Zone (1); Well (2),7,1,3,0,30,16,2020-09-29,NA,NA
MI-05,MI0003920,LITCHFIELD,MI,1310,563,GW,L,8,Storage (1); Distribution System/Zone (1); Treatment Plant (2); Well (4),7,0,2,0,17,12,2022-12-20,42.0432208,-84.7575594
MI-05,MI0005580,QUINCY,MI,1544,833,GW,L,5,Well (2); Treatment Plant (1); Storage (1); Distribution System/Zone (1),8,0,1,0,21,12,2026-02-18,41.9462644,-84.8873348
MI-05,MI0005620,READING,MI,1078,469,GW,L,8,Well (3); Treatment Plant (2); Distribution System/Zone (1); Storage (2),5,0,2,0,33,16,2024-05-06,41.840031,-84.747739
MI-05,MI0040068,CAMBRIDGE VILLAGE,MI,80,32,GW,P,4,Well (2); Distribution System/Zone (1); Common Headers (1),33,1,1,0,52,14,2025-06-18,NA,NA
MI-05,MI0040069,GRAND VILLAGE MOBILE HOME PARK,MI,50,20,GW,P,4,Common Headers (1); Well (2); Distribution System/Zone (1),12,1,8,0,48,12,2023-05-24,41.938989,-84.917845
MI-05,MI0040070,COUNTRYSIDE MOBILE COURT,MI,60,24,GW,P,6,Sampling Station (2); Treatment Plant (1); Well (2); Distribution System/Zone (1),13,1,2,0,61,15,2026-01-29,NA,NA
MI-05,MI0040071,MARBLE LAKE RESORT & MARINA,MI,72,29,GW,P,4,Well (2); Common Headers (1); Distribution System/Zone (1),36,1,2,0,55,13,2023-05-24,NA,NA
MI-05,MI0040074,AVRA ESTATES,MI,87,62,GW,P,8,Distribution System/Zone (2); Well (4); Common Headers (2),18,0,11,0,75,12,2026-01-29,41.938989,-84.917845
MI-05,MI0040076,SOMERSET MOBILE HOME PARK,MI,64,56,GW,P,4,Distribution System/Zone (1); Well (2); Common Headers (1),25,6,20,2,76,12,2024-11-19,41.94326,-85.0172219
MI-05,MI0040477,WASHBURN LAKE VILLAGE MHP,MI,108,43,GW,P,5,Distribution System/Zone (1); Storage (1); Common Headers (1); Well (2),75,0,11,1,65,15,2024-04-05,NA,NA
MI-05,MI0003490,JONESVILLE,MI,2258,871,GW,L,5,Storage (1); Distribution System/Zone (1); Well (2); Treatment Plant (1),5,0,0,0,9,14,2024-05-10,41.9797684,-84.6713174
MI-05,MI0040180,HILLSIDE ACRES,MI,48,42,GW,P,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),19,1,5,0,75,12,2025-05-15,41.8830071,-84.7118721
MI-05,MI0040183,CREEKSIDE MHC,MI,70,28,GW,P,5,Well (2); Distribution System/Zone (1); Storage (1); Common Headers (1),6,0,2,0,25,13,2026-01-30,NA,NA
MI-05,MI0000030,ADDISON,MI,605,263,GW,L,6,Pump Facility (1); Well (2); Treatment Plant (1); Distribution System/Zone (1); Storage (1),20,4,5,0,59,25,2023-08-10,41.9855534,-84.3466097
MI-05,MI0000048,RICHLYN MANOR,MI,192,96,GW,P,5,Storage (1); Distribution System/Zone (1); Common Headers (1); Well (2),13,0,8,0,48,17,2026-03-11,41.9176103,-84.0659311
MI-05,MI0000750,BLISSFIELD,MI,3276,1555,SW,L,9,Intake (2); Pump Facility (2); Treatment Plant (1); Storage (2); Distribution System/Zone (1); Clear Well (1),30,20,6,0,36,34,2025-10-16,41.8316055,-83.8634107
MI-05,MI0000890,BRITTON,MI,611,275,GW,L,10,Storage (1); Distribution System/Zone (1); Well (5); Treatment Plant (3),11,0,1,0,40,20,2025-08-20,NA,NA
MI-05,MI0001648,COUNTRY LIVING ADULT FOSTER CARE,MI,56,40,GW,P,4,Distribution System/Zone (1); Common Headers (1); Well (2),7,0,1,0,21,10,2025-05-21,41.9148474,-84.5733762
MI-05,MI0002212,FAIRFIELD TOWNSHIP,MI,717,239,GWP,L,3,Distribution System/Zone (1); Storage (1); Consecutive Connection (1),2,0,0,0,4,14,2025-12-16,NA,NA
MI-05,MI0003280,HUDSON,MI,2307,960,GW,L,9,Distribution System/Zone (1); Storage (2); Pump Facility (1); Treatment Plant (1); Well (4),5,0,2,0,21,16,2023-05-23,41.8552167,-84.3550384
MI-05,MI0003692,LAKE ARROWHEAD ESTATES,MI,231,66,GW,L,5,Distribution System/Zone (1); Storage (1); Well (2); Treatment Plant (1),1,0,0,0,10,16,2023-10-06,NA,NA
MI-05,MI0004490,MORENCI,MI,2220,897,GW,L,8,Pump Facility (1); Distribution System/Zone (1); Storage (3); Well (2); Treatment Plant (1),12,1,6,0,41,19,2024-03-20,NA,NA
MI-05,MI0005020,ONSTED,MI,907,365,GW,L,11,Well (4); Treatment Plant (1); Pump Facility (3); Storage (2); Distribution System/Zone (1),10,4,0,0,23,20,2024-07-03,42.0061396,-84.1896835
MI-05,MI0005180,MAN NOR FARMS SUBDIVISION,MI,193,55,GW,L,5,Well (2); Treatment Plant (1); Distribution System/Zone (1); Storage (1),5,0,1,0,18,16,2023-10-06,41.8601591,-83.9326319
MI-05,MI0005675,RIGA TOWNSHIP,MI,266,133,SWP,L,2,Distribution System/Zone (1); Consecutive Connection (1),17,0,11,0,65,19,2023-11-17,41.8015831,-83.7856682
MI-05,MI0006850,WALDRON,MI,538,257,GW,L,5,Treatment Plant (1); Well (2); Storage (1); Distribution System/Zone (1),5,0,0,0,11,13,2026-03-16,41.7277047,-84.4191044
MI-05,MI0040181,STATE ROAD COUNTRY LIVING MHC,MI,73,29,GW,P,5,Storage (1); Distribution System/Zone (1); Well (2); Common Headers (1),6,1,1,0,20,13,2026-01-30,43.8935139,-85.2561419
MI-05,MI0040307,ROUND LAKE ESTATES,MI,30,39,GW,P,6,Distribution System/Zone (1); Storage (1); Common Headers (1); Well (3),6,0,0,0,21,16,2024-11-22,NA,NA
MI-05,MI0040308,LEE VILLA MOBILE HOME PARK,MI,283,113,GW,P,5,Well (2); Treatment Plant (1); Storage (1); Distribution System/Zone (1),10,0,1,0,29,18,2023-12-13,41.8957561,-84.0406432
MI-05,MI0040310,PARK VIEW COURT,MI,63,25,GW,P,5,Storage (1); Distribution System/Zone (1); Common Headers (1); Well (2),5,1,2,0,14,16,2025-11-21,41.9341595,-84.0048144
MI-05,MI0040311,LEFFINGWELL ESTATES,MI,210,84,GW,P,5,Common Headers (1); Storage (1); Distribution System/Zone (1); Well (2),4,0,1,0,17,13,2024-04-17,41.825573,-84.3613794
MI-05,MI0040554,BEAN CREEK RESORT,MI,112,72,GW,P,5,Well (2); Treatment Plant (1); Storage (1); Distribution System/Zone (1),12,0,3,0,51,21,2025-10-21,NA,NA
MI-05,MI0040673,WATERS EDGE MH COMMUNITY,MI,180,72,GW,P,5,Treatment Plant (1); Well (2); Distribution System/Zone (1); Storage (1),24,0,17,3,96,13,2025-09-15,41.8957561,-84.0406432
MI-05,MI0001770,DEERFIELD,MI,943,375,SW,L,5,Storage (2); Distribution System/Zone (1); Treatment Plant (1); Intake (1),130,1,91,0,171,28,2025-04-24,NA,NA
MI-05,MI0000260,ATHENS,MI,956,386,GW,L,6,Well (2); Treatment Plant (1); Storage (1); Distribution System/Zone (1); Pump Facility (1),9,1,2,0,35,16,2025-07-02,NA,NA
MI-05,MI0003220,HOMER,MI,1668,503,GW,L,8,Distribution System/Zone (1); Storage (1); Well (3); Treatment Plant (2); Sampling Station (1),13,5,2,0,24,15,2020-11-16,NA,NA
MI-05,MI0006562,TEKONSHA,MI,722,321,GW,L,4,Well (2); Storage (1); Distribution System/Zone (1),16,0,9,0,42,22,2025-12-09,NA,NA
MI-05,MI0006720,UNION CITY,MI,1630,665,GW,L,6,Distribution System/Zone (1); Storage (1); Treatment Plant (2); Well (2),3,0,1,0,18,17,2021-12-01,42.0656828,-85.1342028
MI-05,MI0040082,BIRCHWOOD ESTATES,MI,168,67,GW,P,6,Common Headers (1); Distribution System/Zone (1); Storage (1); Well (3),0,0,0,0,0,14,2025-08-21,NA,NA
MI-05,MI0040084,HICKORY HILLS,MI,708,283,GW,P,7,Distribution System/Zone (1); Storage (1); Treatment Plant (1); Well (4),4,0,1,0,19,16,2023-08-02,NA,NA
MI-05,MI0040091,MY PLACE AT TWIN VALLEY,MI,88,35,GW,P,6,Well (3); Treatment Plant (1); Distribution System/Zone (1); Storage (1),61,3,3,0,69,15,2025-12-09,NA,NA
MI-05,MI0040081,BELLEVUE MOBILE HOME PARK,MI,190,76,GW,P,7,Treatment Plant (1); Well (4); Distribution System/Zone (1); Storage (1),8,4,3,0,19,17,2025-08-12,NA,NA
MI-05,MI0040086,PHOENIX MOBILE HOME COURT,MI,82,33,GW,P,5,Common Headers (1); Distribution System/Zone (1); Storage (1); Well (2),11,0,2,1,45,12,2020-11-02,NA,NA
MI-05,MI0040184,SOMERSET CENTRE ESTATES,MI,368,147,GW,P,5,Common Headers (1); Well (2); Distribution System/Zone (1); Storage (1),6,0,0,0,18,11,2024-07-11,42.05261,-84.4599199
MI-05,MI0040230,SPRING VALLEY ESTATES,MI,117,99,GW,P,5,Distribution System/Zone (1); Storage (1); Well (2); Common Headers (1),4,1,2,0,17,13,2025-07-22,42.4848507,-83.4940122
MI-05,MI0040305,CLINTON ESTATES,MI,68,28,GW,P,5,Treatment Plant (1); Well (2); Distribution System/Zone (1); Storage (1),4,0,3,0,15,12,2023-07-28,41.9257178,-84.1042233
MI-05,MI0001400,CHIKAMING TOWNSHIP,MI,2825,2830,SWP,L,9,Consecutive Connection (1); Distribution System/Zone (1); Storage (3); Treatment Plant (2); Well (1); Pump Facility (1),32,0,3,0,32,22,2025-06-10,41.8724994,-86.6274
MI-05,MI0004685,NEW BUFFALO TOWNSHIP,MI,2845,995,SWP,L,7,Storage (1); Distribution System/Zone (1); Consecutive Connection (4); Treatment Plant (1),1,0,0,0,2,15,2025-04-22,41.8080841,-86.7155188
MI-05,MI0040060,SOUTHTOWN MHP,MI,160,64,GW,P,5,Distribution System/Zone (1); Well (2); Common Headers (2),8,0,5,1,44,10,2021-08-27,NA,NA
MI-05,MI0005970,SCHOOLCRAFT,MI,1405,594,GW,L,6,Storage (1); Distribution System/Zone (1); Sampling Station (1); Well (2); Treatment Plant (1),5,0,0,0,22,22,2025-03-05,42.1186054,-85.6371441
MI-05,MI0006465,SUN MEADOWS APARTMENTS,MI,98,53,GW,P,5,Well (2); Sampling Station (1); Distribution System/Zone (1); Common Headers (1),14,0,4,0,48,12,2021-07-12,42.6901955,-83.1337434
MI-05,MI0040256,SUGARLOAF MOBILE HOME PARK,MI,142,57,GW,P,4,Distribution System/Zone (1); Well (2); Common Headers (1),17,0,7,0,75,15,2024-12-06,NA,NA
MI-05,MI0004680,NEW BUFFALO,MI,1900,1700,SW,L,7,Treatment Plant (1); Pump Facility (2); Storage (2); Distribution System/Zone (1); Intake (1),2,0,0,0,7,39,2025-07-24,41.7930587,-86.7461786
MI-05,MI0000210,ANDREWS UNIVERSITY,MI,3000,1085,GWP,P,10,Distribution System/Zone (1); Storage (1); Consecutive Connection (1); Treatment Plant (3); Well (3); Sampling Station (1),8,0,1,0,28,15,2025-08-07,NA,NA
MI-05,MI0000420,BARODA,MI,910,222,SWP,L,3,Distribution System/Zone (1); Storage (1); Consecutive Connection (1),5,0,0,0,17,16,2025-08-22,NA,NA
MI-05,MI0000650,BERRIEN SPRINGS,MI,1910,816,GW,L,9,Well (4); Treatment Plant (3); Storage (1); Distribution System/Zone (1),14,0,2,0,31,20,2026-02-12,NA,NA
MI-05,MI0000850,BRIDGMAN,MI,2096,781,SW,L,10,Distribution System/Zone (1); Storage (3); Intake (1); Pump Facility (4); Treatment Plant (1),24,0,1,0,12,35,2026-03-24,41.941885,-86.55632
MI-05,MI0001655,COUNTRY ACRES HOMEOWNERS ASSOCIATION,MI,180,71,GW,P,5,Common Headers (1); Distribution System/Zone (1); Storage (1); Well (2),11,0,3,0,47,12,2025-06-25,NA,NA
MI-05,MI0002030,EAU CLAIRE,MI,610,240,GW,L,6,Storage (1); Distribution System/Zone (1); Well (3); Treatment Plant (1),12,0,1,0,45,15,2025-09-24,NA,NA
MI-05,MI0004750,NILES TOWNSHIP,MI,2270,868,GW,L,13,Common Headers (2); Well (6); Sampling Station (1); Storage (1); Distribution System/Zone (2); Consecutive Connection (1),33,2,2,0,35,20,2025-06-09,NA,NA
MI-05,MI0005034,ORONOKO TOWNSHIP,MI,1610,700,GWP,L,2,Consecutive Connection (1); Distribution System/Zone (1),11,0,1,0,20,10,2026-02-12,NA,NA
MI-05,MI0006600,THREE OAKS,MI,1622,833,GW,L,6,Distribution System/Zone (1); Storage (1); Well (3); Treatment Plant (1),9,0,3,0,17,17,2025-01-17,NA,NA
MI-05,MI0040057,HILLS HAVEN MOBILE HOME PARK,MI,235,94,GW,P,6,Distribution System/Zone (1); Well (4); Treatment Plant (1),16,1,3,0,69,21,2024-08-30,42.5161658,-83.3342929
MI-05,MI0040065,RIVERSIDE ESTATES,MI,218,87,GW,P,5,Well (3); Treatment Plant (1); Distribution System/Zone (1),5,1,1,0,27,14,2024-10-04,NA,NA
MI-05,MI0040067,ONTARIO PLACE,MI,248,154,GW,P,4,Well (2); Distribution System/Zone (1); Common Headers (1),4,0,2,0,15,11,2019-12-05,NA,NA
MI-05,MI0001250,CASSOPOLIS,MI,1815,842,GW,L,8,Well (2); Sampling Station (1); Treatment Plant (2); Consecutive Connection (1); Distribution System/Zone (1); Storage (1),15,4,3,0,41,19,2021-05-10,41.9120168,-86.0139496
MI-05,MI0001310,CENTREVILLE,MI,1579,495,GW,L,8,Distribution System/Zone (1); Storage (1); Well (3); Treatment Plant (3),23,0,0,0,14,17,2023-09-26,NA,NA
MI-05,MI0001600,CONSTANTINE,MI,2075,665,GW,L,5,Treatment Plant (1); Well (2); Distribution System/Zone (1); Storage (1),12,7,2,0,33,10,2020-09-29,41.8424167,-85.6674164
MI-05,MI0001910,AUTUMN HILLS,MI,50,23,GW,P,5,Common Headers (1); Well (2); Storage (1); Distribution System/Zone (1),39,12,27,0,60,12,2023-03-21,NA,NA
MI-05,MI0001925,EAGLE LAKE CONDOMINIUMS,MI,26,16,GW,P,5,Well (2); Treatment Plant (1); Distribution System/Zone (1); Storage (1),13,4,3,0,47,16,2022-03-22,NA,NA
MI-05,MI0002077,EDWARDSBURG,MI,1260,522,GW,L,5,Treatment Plant (1); Well (2); Distribution System/Zone (1); Storage (1),6,3,1,0,8,20,2024-02-06,NA,NA
MI-05,MI0003943,LOCKPORT TOWNSHIP,MI,1778,700,GW,L,5,Storage (1); Distribution System/Zone (1); Well (2); Common Headers (1),15,0,8,0,46,16,2025-07-30,NA,NA
MI-05,MI0004070,MARCELLUS,MI,1198,470,GW,L,6,Well (2); Treatment Plant (1); Pump Facility (1); Distribution System/Zone (1); Storage (1),1,0,0,0,9,16,2024-10-17,NA,NA
MI-05,MI0004095,RIVERFRONT CONDOS OF NILES,MI,90,36,GW,P,8,Distribution System/Zone (1); Storage (1); Sampling Station (3); Well (2); Common Headers (1),30,1,17,0,71,16,2024-10-16,NA,NA
MI-05,MI0005234,CASS COUNTY WATER SYSTEM,MI,1350,867,GW,L,8,Distribution System/Zone (1); Storage (1); Treatment Plant (2); Well (2); Sampling Station (1); Consecutive Connection (1),9,0,2,0,18,12,2021-07-15,NA,NA
MI-05,MI0005692,RIVERBROOKE HOMEOWNERS ASSOCIATION,MI,37,15,GW,P,5,Well (2); Common Headers (1); Distribution System/Zone (1); Storage (1),1,0,0,0,4,12,2026-01-16,NA,NA
MI-05,MI0007070,WHITE PIGEON,MI,1640,570,GW,L,10,Common Headers (1); Treatment Plant (3); Well (3); Storage (2); Distribution System/Zone (1),9,0,6,0,37,20,2023-10-12,NA,NA
MI-05,MI0040093,C & M MOBILE HOME COURT,MI,70,28,GW,P,6,Common Headers (1); Distribution System/Zone (2); Storage (1); Well (2),6,0,3,0,27,16,2025-10-13,42.5161658,-83.3342929
MI-05,MI0040094,COLONIAL ACRES,MI,265,106,GW,P,6,Distribution System/Zone (1); Storage (1); Common Headers (1); Well (3),7,0,2,0,28,17,2023-09-28,NA,NA
MI-05,MI0040098,LINDEN MOBILE HOME PARK,MI,92,57,GW,P,5,Well (2); Storage (1); Distribution System/Zone (1); Common Headers (1),2,1,0,0,16,16,2025-10-15,NA,NA
MI-05,MI0040100,MARLIN VILLAGE MOBILE HOME PARK,MI,95,38,GW,P,5,Treatment Plant (1); Well (2); Storage (1); Distribution System/Zone (1),6,0,3,0,30,12,2023-06-22,NA,NA
MI-05,MI0040103,EAGLE LAKE ESTATES MHP,MI,230,92,GW,P,5,Storage (2); Distribution System/Zone (1); Well (2),3,0,1,0,11,13,2023-10-19,NA,NA
MI-05,MI0040104,RUSTIC ACRES PARK,MI,108,70,GW,P,4,Common Headers (1); Storage (1); Distribution System/Zone (1); Well (1),5,0,4,0,28,15,2023-10-02,NA,NA
MI-05,MI0040469,HICKORY LANE MOBILE HOME PARK,MI,80,32,GW,P,5,Common Headers (1); Storage (1); Distribution System/Zone (1); Well (2),14,1,1,0,52,12,2025-12-16,41.7215058,-85.8100298
MI-05,MI0040476,GOLDEN POND ESTATES,MI,102,41,GW,P,5,Well (2); Common Headers (1); Distribution System/Zone (1); Storage (1),8,3,3,0,22,12,2021-11-30,NA,NA
MI-05,MI0040598,COUNTRY VIEW MOBILE HOME COMMUNITY,MI,55,42,GW,P,5,Distribution System/Zone (1); Storage (1); Common Headers (1); Well (2),2,0,0,0,8,17,2025-10-15,43.066855,-86.1542467
MI-05,MI0001552,COLONY BAY CONDOMINIUMS,MI,75,25,GWP,P,2,Consecutive Connection (1); Distribution System/Zone (1),14,10,1,0,47,14,2024-08-08,NA,NA
MI-05,MI0040470,MEMORY LANE MOBILE HOME PARK,MI,340,227,GW,P,5,Storage (1); Distribution System/Zone (1); Well (2); Common Headers (1),5,0,1,0,13,13,2025-08-06,NA,NA
MI-05,MI0002657,GLEN OAKS COMMUNITY COLLEGE,MI,1233,36,GW,P,12,Common Headers (1); Well (5); Sampling Station (1); Treatment Plant (1); Distribution System/Zone (2); Storage (2),7,0,1,0,24,12,2022-06-02,41.893289,-85.506834
MI-05,MI0004240,MENDON,MI,920,365,GW,L,9,Treatment Plant (3); Well (2); Distribution System/Zone (1); Storage (2); Pump Facility (1),18,3,2,0,85,19,2020-11-24,42.0068677,-85.4519818
MI-05,MI0040471,KLINES RESORT,MI,398,159,GW,P,8,Storage (1); Distribution System/Zone (1); Well (5); Treatment Plant (1),6,2,2,0,18,11,2026-03-31,NA,NA
MI-05,MI0040472,MICHIANA MOBILE HOME PARK,MI,100,40,GW,P,5,Common Headers (1); Well (2); Storage (1); Distribution System/Zone (1),7,0,2,0,23,15,2024-07-19,NA,NA
MI-05,MI0040061,MEADOW STREAMS ESTATES,MI,293,161,GW,P,10,Well (4); Treatment Plant (3); Storage (2); Distribution System/Zone (1),18,2,5,0,58,17,2023-02-16,NA,NA
MI-05,MI0006800,VICKSBURG,MI,2906,1104,GW,L,4,Well (2); Storage (1); Distribution System/Zone (1),6,1,1,0,30,15,2025-02-26,NA,NA
MI-05,MI0040253,PORTAGE TERRACE,MI,202,81,GW,P,4,Well (2); Treatment Plant (1); Distribution System/Zone (1),14,0,2,0,53,12,2025-03-17,NA,NA
MI-05,MI0004647,NAZARENE CAMP,MI,648,259,GW,P,6,Storage (1); Distribution System/Zone (1); Treatment Plant (1); Well (3),19,2,5,0,48,17,2023-01-19,NA,NA
MI-05,MI0002730,GRAND BEACH,MI,272,485,SWP,L,4,Distribution System/Zone (1); Storage (1); Pump Facility (1); Consecutive Connection (1),3,0,2,0,22,15,2025-10-15,41.773602,-86.7919701
MI-05,MI0006435,BEDFORD MEADOWS,MI,156,78,GW,P,5,Storage (1); Distribution System/Zone (1); Well (2); Treatment Plant (1),3,2,0,0,11,15,2025-06-25,41.6837212,-83.6230173
MI-05,MI0007063,WHITEFORD TOWNSHIP,MI,303,121,GU,L,4,Distribution System/Zone (1); Well (2); Treatment Plant (1),50,0,0,0,17,5,2023-11-15,NA,NA
MI-05,MI0005290,PETERSBURG,MI,1115,548,SWP,L,4,Storage (1); Distribution System/Zone (1); Pump Facility (1); Consecutive Connection (1),17,0,9,0,53,15,2024-07-11,41.9010233,-83.7144615
MI-05,MI0005750,ROCKWOOD,MI,3240,1012,SWP,L,2,Distribution System/Zone (1); Consecutive Connection (1),3,0,0,0,7,14,2026-03-18,42.0661602,-83.2520545
MI-05,MI0006130,SOUTH ROCKWOOD,MI,1587,569,SWP,L,2,Consecutive Connection (1); Distribution System/Zone (1),4,1,3,0,13,14,2024-08-19,NA,NA
MI-05,MI0040594,NORTHFIELD ESTATES,MI,1620,648,GW,P,9,Storage (1); Distribution System/Zone (1); Well (6); Treatment Plant (1),2,0,0,0,6,14,2025-04-22,NA,NA
MI-05,MI0040242,SHERMAN OAKS,MI,915,366,GW,P,7,Well (3); Common Headers (2); Storage (1); Distribution System/Zone (1),5,0,2,0,20,16,2025-06-12,42.5161658,-83.3342929
MI-05,MI0040240,MY PLACE AT PLEASANT LAKE,MI,145,58,GW,P,5,Common Headers (1); Well (2); Storage (1); Distribution System/Zone (1),10,0,6,0,43,19,2025-12-10,NA,NA
MI-05,MI0040233,INDIAN VILLAGE,MI,394,300,GW,P,5,Storage (1); Distribution System/Zone (1); Well (2); Treatment Plant (1),1,0,0,0,8,23,2026-02-18,42.2191872,-84.3561718
MI-05,MI0040231,HILLANLAKE VILLAGE,MI,372,151,GW,P,5,Well (2); Treatment Plant (1); Distribution System/Zone (1); Storage (1),2,0,1,0,14,22,2026-01-22,NA,NA
MI-05,MI0040226,MICHIGAN AVENUE ESTATES,MI,75,40,GW,P,5,Well (2); Common Headers (1); Distribution System/Zone (1); Storage (1),20,0,6,0,83,14,2025-07-01,NA,NA
MI-05,MI0040225,COACHMANS COVE,MI,388,250,GW,P,5,Storage (1); Distribution System/Zone (1); Treatment Plant (1); Well (2),8,0,0,0,27,17,2025-03-06,NA,NA
MI-05,MI0040223,ARBOR VILLAGE,MI,670,265,GW,P,5,Well (2); Treatment Plant (1); Storage (1); Distribution System/Zone (1),14,3,3,0,38,28,2025-01-14,NA,NA
MI-05,MI0005204,"PARMA, VILLAGE OF",MI,768,390,GW,L,5,Storage (1); Distribution System/Zone (1); Well (2); Treatment Plant (1),3,0,0,0,10,15,2024-09-23,42.2589521,-84.6001234
MI-05,MI0004890,SOUTH SHORE WATER SYSTEM,MI,488,244,GW,L,6,Storage (1); Distribution System/Zone (1); Well (3); Treatment Plant (1),13,6,2,0,30,16,2023-11-17,NA,NA
MI-05,MI0004605,NAPOLEON TOWNSHIP,MI,444,148,GW,L,5,Distribution System/Zone (1); Storage (1); Well (2); Common Headers (1),5,0,0,0,17,16,2025-08-28,NA,NA
MI-05,MI0003837,LEONI TOWNSHIP,MI,1893,757,GW,L,9,Distribution System/Zone (1); Storage (1); Well (4); Treatment Plant (3),7,0,0,0,24,21,2025-10-15,42.2236703,-84.3265374
MI-05,MI0003751,LAKESHORE CONDOMINIUMS,MI,38,19,GW,P,5,Treatment Plant (1); Well (2); Distribution System/Zone (1); Storage (1),8,1,3,0,26,15,2025-11-05,NA,NA
MI-05,MI0002830,GRASS LAKE,MI,1986,636,GW,L,5,Distribution System/Zone (1); Storage (1); Well (2); Treatment Plant (1),4,0,0,0,11,15,2025-02-12,NA,NA
